Agip	AGIP
reforma	reformou
refundace	refundaci
registrace	registrací
registrovaný	registrován
registrovaný	registrováno
registrovaný	registrovány
registr	registru
registrovat	registruje
regulace	regulací
regulovaný	regulované
regulovaný	regulována
regulátor	regulátoři
rehabilitovaný	rehabilitován
reinvestice	reinvesticích
rekapitalizace	rekapitalizaci
reklamace	reklamace
reklamace	reklamaci
reklamace	reklamací
reklamační	reklamační
rekonstruovat	rekonstruuje
rekordman	rekordman
rektor	rektora
relace	relacích
relativita	relativity
relaxace	relaxaci
renesance	renesance
renesanční	renesanční
renovace	renovaci
rentabilita	rentability
reorganizační	reorganizačního
replikace	replikaci
represe	represi
reprezentantka	reprezentantka
reprezentovat	reprezentoval
reprezentovat	reprezentovaly
reprezentující	reprezentující
reprezentující	reprezentujících
reprodukční	reprodukčního
resort	resorty
respektive	resp
respektovaný	respektována
respektování	respektování
respektující	respektující
restrukturalizační	restrukturalizačního
restrukturalizovat	restrukturalizuje
reverend	reverenda
revidovaný	revidované
revidovaný	revidovány
revizionizmus	revizionismu
revizionista	revizionisté
Rey	rey
rezervní	rezervních
rezervní	rezervního
rezerva	rezervou
rezerva	rezervu
rezerva	rezervách
rezerva	rezervám
rezerva	rezervě
rezoluce	rezolucí
režisérka	režisérka
režírovat	režíroval
riskovat	riskovat
rival	rivalové
RNDr	rndr
rodový	rodové
role	role
Roman	roman
Romario	romario
Ronald	ronald
ropovod	ropovodu
růst	roste
růst	rostla
rostlinka	rostlinky
růst	rostlo
rota	roty
rota	rotě
roub	rouby
rouška	rouškou
rouška	roušku
rovný	roven
rovný	rovna
rovnající	rovnající
rozbití	rozbití
rozdávat	rozdávali
rozdávat	rozdávat
rozdávat	rozdává
rozdělený	rozdělen
rozdělený	rozdělena
rozdělený	rozděleni
rozdělený	rozděleno
rozdělený	rozděleny
rozdělení	rozdělení
rozdělit	rozdělit
rozdělovat	rozdělovat
rozdělovat	rozděluje
rozdělovat	rozdělují
rozdělující	rozdělující
rozebrat	rozebrali
rozebrat	rozebrat
rozebírat	rozebírat
rozebírat	rozebírá
rozepnutý	rozepnuté
rozeslat	rozeslal
rozeznávat	rozeznávat
rozeznávat	rozeznáváme
rozhlížet	rozhlížel
rozhlížet	rozhlíží
rozhodnutý	rozhodnut
rozhodnutý	rozhodnuta
rozhodnutý	rozhodnuti
rozhodnutý	rozhodnuto
rozhodovat	rozhodovat
rozhořčení	rozhořčení
rozhraní	rozhraní
rozjet	rozjel
rozjezd	rozjezdu
rozkrádání	rozkrádání
rozlišení	rozlišení
rozlišení	rozlišením
rozlišit	rozlišit
rozlišování	rozlišování
rozloučená	rozloučenou
rozloučení	rozloučení
rozloučit	rozloučit
rozložený	rozložen
rozložený	rozložené
rozložení	rozložení
rozložit	rozložit
rozmístěný	rozmístěny
rozmístění	rozmístění
rozpadnout	rozpadl
rozplývat	rozplývá
rozpor	rozporu
rozpor	rozpory
rozpor	rozporům
rozpoutat	rozpoutala
rozpoznat	rozpoznat
rozpoznání	rozpoznání
rozpočet	rozpočet
rozpracovanost	rozpracovanosti
rozpracovaný	rozpracována
rozpracování	rozpracování
rozprchnout	rozprchli
rozptyl	rozptyl
rozpuštěný	rozpuštěn
rozpuštění	rozpuštění
rozruch	rozruchu
rozrůstat	rozrůstala
rozrůstat	rozrůstá
rozsah	rozsahem
roztoč	roztoči
roztrhání	roztrhání
roztříštěnost	roztříštěnost
rozumět	rozumět
rozvahový	rozvahových
rozvést	rozvedla
rozvést	rozvedli
rozvinout	rozvinout
rozvinutí	rozvinutí
rozvržení	rozvržení
rozvádět	rozvádět
rozvíjet	rozvíjejí
rozvíjení	rozvíjení
rozvíjet	rozvíjet
rozčilovat	rozčiluje
rozředění	rozředění
rozředěný	rozředěných
rozšiřovat	rozšiřovat
rozšiřující	rozšiřující
rozštěpení	rozštěpení
rozšířený	rozšířen
rozšířený	rozšířena
rozšířený	rozšířeno
rozšířený	rozšířeny
rozšíření	rozšíření
rozšíření	rozšířením
rozšířit	rozšířit
ročník	roč
Rubáš	rubáš
rukopis	rukopisu
rukopis	rukopisů
rum	rumu
ručení	ručení
rušení	rušení
rychle	rychle
rádce	rádce
rámeček	rámečku
rámový	rámové
ráno	ráno
rétorika	rétoriky
réva	révy
různě	různě
růže	růže
sahat	sahat
salmonelóza	salmonelózy
samý	sama
sameček	sameček
samý	sami
samička	samička
samý	samu
samý	samy
samý	samých
sanitka	sanitkou
saně	saně
sarkomera	sarkomer
sarkomera	sarkomery
satelitní	satelitní
Savaiko	savaiko
sazenice	sazenic
sbližování	sbližování
sblížení	sblížení
sbírat	sbírat
sběratel	sběratel
sběratel	sběratele
sběratel	sběrateli
sběratel	sběratelé
sběr	sběrem
sběr	sběru
schopný	schopný
schovat	schovat
schovávat	schovávat
schvalovací	schvalovacím
schvalovat	schvalovat
schvalovat	schvalují
schválený	schválen
schválený	schválena
schválený	schváleno
schválený	schváleny
schválení	schválení
schválit	schválit
scházet	scházel
scházet	scházelo
scházet	scházely
scházet	scházet
scházet	scházím
scházet	scházíme
scházet	scházíte
schůzka	schůzek
Scott	scott
scénka	scénky
sdružení	sdružení
sdružovat	sdružují
sdružující	sdružující
sdílení	sdílení
sdělený	sděleno
sdělení	sdělení
sdělovat	sdělují
sebelepší	sebelepší
sebemenší	sebemenší
sebeurčení	sebeurčení
sebrat	sebrat
sedan	sedanu
sediment	sedimenty
sediment	sedimentů
sednout	sedly
sedmdesátiny	sedmdesátin
sedmdesátiny	sedmdesátiny
segment	segmentu
segment	segmentů
sehnat	sehnali
sehnat	sehnat
sehrát	sehrál
sehrát	sehráli
Seidman	seidman
seismický	seismické
sekat	sekat
sekretářka	sekretářku
sekretářka	sekretářky
sektor	sektorech
sektor	sektorem
sektor	sektory
sekvence	sekvencí
sekání	sekání
selhání	selhání
selhat	selžou
seno	sena
senior	seniory
server	serveru
seskupení	seskupení
sestavený	sestaven
sestavený	sestavena
sestavený	sestaveny
sestavení	sestavení
sestavovat	sestavovat
sestavovat	sestavují
sestup	sestup
sestup	sestupu
sestávající	sestávající
sestřička	sestřička
set	setech
setkání	setkání
setkání	setkáních
setkávat	setkávám
setkávání	setkávání
setrvačný	setrvačnou
setrvačný	setrvačné
set	setu
sezení	sezení
seznamovat	seznamoval
seznamovat	seznamovala
seznamovat	seznamovali
seznamovat	seznamovat
seznámený	seznámena
sezona	sezonou
sezona	sezonu
sezona	sezony
sezona	sezoně
sezónní	sezónních
sečtený	sečteno
seřadit	seřadili
sešit	sešit
sféra	sférou
sféra	sféru
sféra	sférách
shledat	shledala
shledaná	shledanou
shledat	shledá
shledaný	shledán
shodnout	shodla
shodnout	shodnout
shon	shonu
shrnout	shrnout
shrnovat	shrnuje
shrnutý	shrnuto
shrnutí	shrnutí
shromažďovat	shromažďovat
shromažďování	shromažďováním
shromažďovat	shromažďují
shromážděný	shromážděno
shromážděný	shromážděné
shromáždění	shromáždění
shánět	shánět
signalizovat	signalizuje
signalizovat	signalizují
síla	sil
silo	sila
silvestr	silvestra
situovaný	situované
sjednaný	sjednanou
sjednocení	sjednocení
sjednocovat	sjednocuje
sjednaný	sjednán
sjednaný	sjednána
sjednaný	sjednáno
sjednaný	sjednány
sjednávat	sjednává
sjednávaný	sjednáván
sjet	sjel
sjet	sjela
sjet	sjeli
sjezdovka	sjezdovky
skalka	skalka
skalka	skalky
skalp	skalpu
skamarádit	skamarádil
skamarádit	skamarádili
skandál	skandály
Skase	skase
skaut	skauti
skauting	skautingu
skepse	skepsi
skeptik	skeptici
skinhead	skinheadi
skinhead	skinheadů
sklad	skladech
skladování	skladování
skleníkový	skleníkových
skleněný	skleněnou
sklon	sklonem
sklopení	sklopením
sklouznout	sklouzly
skládající	skládající
skládat	skládat
skládka	skládku
skládka	skládky
sklípek	sklípek
skončený	skončené
skončení	skončení
skončení	skončením
skončit	skončit
skočit	skočit
skořápka	skořápky
skromnost	skromnosti
skrytý	skryta
skrýt	skrýt
skrývat	skrývat
skupinka	skupinka
skutkový	skutkové
skákat	skákat
skórovat	skóroval
slad	sladu
slalom	slalomu
Slavie	slavia
slavit	slavit
sledovanost	sledovanosti
sledovat	sledovat
sledovaný	sledován
sledovaný	sledována
sledovaný	sledovány
sledování	sledování
sledující	sledující
slet	sletu
slet	slety
slib	slib
slib	slibů
slogan	sloganem
slohový	slohové
sloupec	sloupce
sloupek	sloupek
sloučený	sloučená
sloučený	sloučené
sloučení	sloučení
sloučení	sloučením
slovníček	slovníček
slovíčko	slovíčko
složený	složen
složený	složena
složený	složeno
složený	složeny
složení	složení
složit	složit
složit	složí
sluneční	sluneční
sluníčko	sluníčko
slušet	sluší
služební	služební
služebně	služebně
slyšení	slyšení
slyšet	slyšet
slábnout	slábnout
slíbit	slíbit
smažení	smažení
smutně	smutně
smyslově	smyslově
smět	smím
smíření	smíření
smýšlení	smýšlení
smát	směje
smět	směli
směnitelný	směnitelná
směnitelný	směnitelné
směs	směsi
směřovat	směřovalo
směřovat	směřuje
snažení	snažení
snažící	snažících
snít	snila
snižovat	snižoval
snižovat	snižovat
snižování	snižováním
snižující	snižující
snášet	snášet
snést	snést
snížený	snížen
snížený	snížena
snížený	sníženy
snížení	snížení
sněmovní	sněmovního
sněmovní	sněmovním
sněžení	sněžení
se	sobě
socialista	socialisty
socialista	socialistů
socialista	socialistům
socializace	socializaci
socializační	socializačního
sociolog	sociolog
sociolog	sociology
sociolog	sociologů
sokolovna	sokolovna
sokolovna	sokolovny
sokolovna	sokolovně
sůl	solí
sonda	sond
sonda	sondu
sonda	sondy
sortimentní	sortimentní
soudce	soudce
soudní	soudní
soudruh	soudruh
soudržnost	soudržnosti
soudit	soudě
soupeření	soupeření
soupeřit	soupeří
souprava	souprav
souprava	soupravě
sousedka	sousedka
sousedící	sousedících
soustředěný	soustředěn
soustředěný	soustředěna
soustředěný	soustředěno
soustředěný	soustředěny
soustředění	soustředění
soutěžení	soutěžení
soutěžit	soutěžit
soutěžní	soutěžní
soutěžící	soutěžící
soutěžící	soutěžících
souzený	souzeno
souznění	souznění
souřadný	souřadných
soužití	soužití
sovět	sovětu
spadající	spadající
spadnout	spadnout
spalovna	spaloven
spalovna	spalovny
spalování	spalování
sparťan	sparťané
spatřit	spatřit
spatřovat	spatřovat
specialista	specialista
specialita	specialitu
specialita	speciality
specializace	specializaci
specializace	specializací
specializovaný	specializovaná
specializovaný	specializované
specializovaný	specializovaného
specializovat	specializuje
specializující	specializující
specifika	specifiku
specifika	specifiky
spektrum	spekter
spektrum	spektru
spekulační	spekulační
spekulační	spekulačních
spekulovat	spekulovali
spekulovat	spekulují
spiknutí	spiknutí
spirála	spirály
spis	spisech
spisovatelka	spisovatelka
spis	spisu
spjatý	spjata
spjatý	spjaty
splacený	splacena
splacený	splaceny
splacení	splacení
splatit	splatit
splatný	splatnou
splatný	splatná
splatný	splatné
splatný	splatných
spline	splinu
spline	spliny
spline	splinů
splnit	splnit
splněný	splněn
splněný	splněna
splněný	splněny
splnění	splnění
splácení	splácení
splácet	splácet
splátka	splátkách
splývat	splývá
splňovat	splňovat
splňovat	splňují
spoj	spoje
spojený	spojen
spojený	spojena
spojenec	spojenec
spojenectví	spojenectví
spojený	spojeni
spojený	spojeno
spojený	spojeny
spojení	spojení
spojit	spojit
spojovat	spojovali
spojovaný	spojované
spojovat	spojovat
spojovaný	spojován
spojovaný	spojována
spoj	spojích
spoj	spojů
spokojený	spokojena
spokojený	spokojeno
spolehnout	spolehnout
společenskovědní	společenskovědních
společenstvo	společenstev
společníky,	společníky,
spolupracovnice	spolupracovnice
spolupracující	spolupracující
spolužačka	spolužačkami
spolužačka	spolužačkou
spolužačka	spolužačku
spolužačka	spolužačky
sponzor	sponzora
sponzorovat	sponzoruje
sponzor	sponzory
sponzor	sponzoři
spor	sporech
spor	sporem
sporožirový	sporožirových
sportovec	sportovec
sportovkyně	sportovkyně
spor	sporům
spotřebič	spotřebiče
spotřebič	spotřebičů
spotřeba	spotřebou
spotřebovávat	spotřebovává
spotřeba	spotřebu
spotřeba	spotřebě
spouštění	spouštění
spočítat	spočítat
spočívat	spočívají
spočívat	spočívat
spoření	spoření
spořitelna	spořitelen
spořitelní	spořitelních
spořitelní	spořitelním
spořitelna	spořitelně
spravit	spravit
spravovaný	spravované
spravující	spravující
správce	správce
správkyně	správkyně
správní	správní
spuštěný	spuštěn
spuštěný	spuštěna
spád	spád
spád	spádu
spálení	spálení
spálit	spálit
spára	spáry
spínač	spínače
spínač	spínačem
spíš	spíš
spřátelený	spřátelené
squater	squateři
sraz	sraz
sraz	srazu
sraz	srazy
srdeční	srdeční
srovnat	srov
srovnat	srovnala
srovnat	srovnalo
srovnat	srovnáme
srovnávat	srovnávat
srovnávat	srovnává
srážet	sráží
stagnace	stagnaci
stagnovat	stagnoval
stagnovat	stagnovaly
stagnovat	stagnuje
stagnovat	stagnují
stagnující	stagnující
stagnující	stagnujících
stahovat	stahovat
stah	stahu
stahovat	stahuje
století	staletí
stát	stane
stát	stanete
Stanislav	stanislav
stát	stanou
stanovy	stanov
stanovený	stanoven
stanovený	stanovena
stanovený	stanoveno
stanovený	stanoveny
stanovený	stanovená
stanovení	stanovení
stanovisko	stanovisek
stanovisko	stanoviskem
stanovovat	stanovují
stanovy	stanovy
stanový	stanového
stanovit	stanoví
stanový	stanový
stanový	stanových
starosta	starosta
starý	starou
starý	staré
starý	starších
starý	staršího
starý	starším
starý	staršími
statika	statice
statistika	statistika
statistika	statistiku
stotisíc	statisíců
stavebnictví	stavebnictví
stavebnina	stavebnin
stavení	stavení
stavák	staváků
stavěný	stavěny
stavět	stavět
stařenka	stařenka
stařeček	stařeček
stařeček	stařečka
stažený	staženy
stažení	stažení
stažení	stažením
Stein	stein
Steinhardt	steinhardt
Stephen	stephen
stevard	stevardů
Steve	steve
stihnout	stihnout
stimulační	stimulační
stoletý	stoletou
stopování	stopování
stoupat	stoupají
stoupat	stoupal
stoupat	stoupala
stoupat	stoupat
stoupnout	stouplo
stoupnout	stoupne
stoupnout	stoupnou
stoupnout	stoupnout
stoupání	stoupání
stožár	stožáry
strana	str
stratég	stratégové
stravenka	stravenky
stravovací	stravovacích
stravovat	stravovali
stravovat	stravovat
strava	stravy
strava	stravě
strhující	strhující
strmost	strmosti
strojvůdce	strojvůdce
stromek	stromek
stromeček	stromeček
stromeček	stromečku
strukturalizmus	strukturalismu
strukturní	strukturní
strukturní	strukturních
stránkový	stránkové
strávit	strávit
strážce	strážce
strýček	strýček
strčit	strčila
studeno	studena
studentka	studentka
studentský	studentskou
studentstvo	studentstva
studovaný	studovaných
stupnice	stupnici
stvoření	stvoření
stádium	stádia
stádium	stádiu
stávkovat	stávkovat
stávkovat	stávkuje
stávkující	stávkující
stávkující	stávkujících
stáří	stářím
stáž	stáži
stíhací	stíhacího
stíhat	stíhat
stíhaný	stíhán
stíhaný	stíhána
stíhaný	stíháni
stíhání	stíhání
stýskat	stýskalo
stýskat	stýská
stěhování	stěhování
středový	středové
střelec	střelec
střetnout	střetnou
střetnutí	střetnutí
střetávat	střetávají
střežení	střežení
střídající	střídající
střídat	střídal
střídat	střídala
střídat	střídali
střídat	střídaly
střídačka	střídačce
střídačka	střídačku
střídat	střídáme
střílení	střílení
střílet	střílet
subjektivita	subjektivitu
subjekt	subjektu
substance	substance
substrát	substrátu
sudí	sudí
sugesce	sugesci
sukně	sukně
supermarket	supermarketech
supermarket	supermarketu
supermarket	supermarkety
supermarket	supermarketů
supresorový	supresorových
surrealismus	surrealismu
surrealista	surrealistů
sutina	sutin
sušení	sušení
sužovaný	sužovaná
svatý	sv
svah	svahy
svazový	svazové
svazák	svazáci
svazácký	svazácké
svah	svazích
svařování	svařování
svézt	svezli
svléknout	svlékla
svobodník	svobodník
svolat	svolal
svolat	svolala
svolaný	svolána
svorový	svorové
svržení	svržení
svádět	svádět
svést	svést
svítání	svítání
svíčková	svíčkovou
svědek	svědek
svěřenec	svěřence
svěřenec	svěřenci
svěřenec	svěřenců
svěřený	svěřeno
svěřit	svěřit
svěřovat	svěřovat
svěžest	svěžesti
sympozium	sympozium
syndikát	syndikátu
syndikát	syndikátů
syndrom	syndromu
synonymum	synonym
syn	synovi
syntaktický	syntaktické
syntax	syntaxe
syntéza	syntéze
sál	sál
samý	sám
sázet	sázet
sáňkovat	sáňkovali
sémantika	sémantiky
sídliště	sídlištích
sídlící	sídlícího
síť	síti
síť	sítě
sólo	sóla
sčítat	sčítat
sčítání	sčítání
taký	tací
tadyhleten	tadyhleta
tadyhleten	tadyhleten
tadyten	tadyta
tadyten	tadyto
tahač	tahačů
tenhleten	tahleta
tah	tahu
tajemnice	tajemnice
takovýhle	takovouhle
takovýto	takovouto
takovýhle	takováhle
takovýhle	takovéhle
takovýto	takovéhoto
takovýhle	takovémhle
takovýto	takovémto
takovýhle	takovýchhle
takovýto	takovýchto
takovýhle	takovýmhle
taktika	taktiky
taky	taky
Talbot	talbot
talent	talentu
Taliban	taliban
tancování	tancování
tanečnice	tanečnice
tanker	tankeru
tankový	tankové
tantiéma	tantiém
tantiéma	tantiémy
tarifní	tarifních
tarif	tarify
tarif	tarifů
tatínkův	tatínkův
tavení	tavení
tah	tazích
tažení	tažení
tchýně	tchýni
tchýně	tchýní
tchýně	tchýně
telefonizace	telefonizaci
telefonovat	telefonoval
telefonovat	telefonovali
telefonovat	telefonovat
temnota	temnotách
tempo	tempa
tempo	tempy
tenista	tenista
tenistka	tenistka
tenký	tenčí
teoretický	teoreticko
tepelný	tepelnou
tepelný	tepelná
tepelný	tepelné
tepelný	tepelného
tepelný	tepelných
teplárna	tepláren
terminologie	terminologii
terminovaný	terminované
terminál	terminálu
terminál	terminály
terminál	terminálů
termodynamika	termodynamiky
termální	termálních
termínovaný	termínované
termínovaný	termínovaných
termínovaný	termínovanými
testování	testování
tetování	tetování
tetováž	tetováže
textil	textilem
textil	textilu
téci	teče
tečna	tečny
Thatcherová	thatcherová
Thompson	thompson
TIBA	tiba
tichost	tichosti
tenhleten	tihleti
tip	tipy
tiskařský	tiskařskou
tisíciletí	tisíciletí
tiše	tiše
tlumivka	tlumivky
tmel	tmelem
tolerance	tolerance
tolerance	toleranci
tenhleten	tomhletom
topení	topení
topidlo	topidel
topidlo	topidla
topit	topit
torontský	torontská
torzo	torso
totemismus	totemismu
totemový	totemových
totem	totemu
totem	totemy
totem	totemů
trabant	trabantu
tradovat	traduje
traktor	traktory
traktor	traktorů
trakční	trakčních
trakční	trakčního
tramvajový	tramvajové
transformátor	transformátoru
transsexuál	transsexuála
transsexuál	transsexuálů
trans	transu
tranzistor	tranzistoru
tranzistor	tranzistory
tranzistor	tranzistorů
tranzit	tranzitu
trať	tratí
trať	tratě
trend	trendech
trend	trendem
trend	trendy
trend	trendů
trenérský	trenérská
trestat	trestat
trestní	trestní
trezor	trezory
trhat	trhat
trhlina	trhliny
trik	trik
trik	triky
trik	triků
trioda	triody
tripartita	tripartity
tripartita	tripartitě
tritium	tritia
trn	trny
trošku	trošku
trpět	trpět
trust	trustu
trvanlivý	trvanlivé
trvání	trvání
tryskový	tryskové
trápení	trápení
trávení	trávení
trénink	tréninky
trénovat	trénoval
trénovat	trénovali
trénovat	trénuje
tržiště	tržištích
tržní	tržní
tuhleten	tuhleto
tuhleten	tuhletu
tuhnout	tuhne
turbína	turbín
turbína	turbínami
turbína	turbíny
turista	turisti
tuzemský	tuzemskou
tuzemský	tuzemská
tuzemský	tuzemští
tušení	tušení
tvořený	tvořen
tvořený	tvořena
tvořený	tvořeny
tvoření	tvoření
tvořit	tvořit
tvrdnout	tvrdne
tvrdost	tvrdosti
tvrdost	tvrdostí
tvrdit	tvrdí
tvrdě	tvrdě
tvrzení	tvrzení
tvářit	tvářit
tvůrce	tvůrce
tvůrce	tvůrcům
tyfus	tyfu
tenhleten	tyhlety
tyristor	tyristoru
tyristor	tyristorů
tyčka	tyčky
táborový	táborové
tábor	táboře
tábořiště	tábořišť
táhnout	táhla
táta	tátovi
tenhleten	téhleté
tenhleten	tímhletím
tíseň	tísni
túra	túry
tenhle	těhle
tělovýchovný	tělovýchovnou
tělovýchovný	tělovýchovná
ten	těma
těsně	těsně
těžební	těžebních
těžit	těžila
třesk	třesku
třetihory	třetihor
třicetiletý	třicetileté
třídenní	třídenního
třídní	třídních
třídní	třídním
třídění	třídění
tříměsíční	tříměsíčních
tříměsíční	tříměsíčním
tříčlenný	tříčlenné
UAL	ual
ubikace	ubikaci
ublížení	ublížení
ublížit	ublížit
ubodat	ubodal
ubránit	ubránit
ubýt	ubylo
ubytovací	ubytovací
ubytovat	ubytoval
ubytovat	ubytovali
ubytovaný	ubytovaní
ubytovna	ubytovnu
ubytovna	ubytovny
ubytovaný	ubytována
ubytovaný	ubytováni
ubytování	ubytování
ubytování	ubytováním
ubývat	ubývají
uchazeč	uchazeče
uchopení	uchopení
uchopit	uchopit
uchovávat	uchovávají
uchovávání	uchovávání
uchránit	uchránit
uctívání	uctívání
uctění	uctění
udržení	udržení
udržení	udržením
udržet	udržet
udržovat	udržovat
udržování	udržování
udát	udála
udávat	udávají
udávající	udávající
udávaný	udávaná
udávat	udává
udělaný	udělaná
udělaný	udělané
udělat	udělat
udělený	udělena
udělený	uděleno
udělený	uděleny
udělení	udělení
udělit	udělit
udělovat	udělovat
udělování	udělování
udělaný	udělána
uhrazený	uhrazena
uhrazení	uhrazení
ukazovat	ukazovat
ukazující	ukazující
uklidnění	uklidnění
uklidňující	uklidňující
ukládat	ukládají
ukládat	ukládal
ukládat	ukládat
ukládat	ukládá
uklízet	uklízet
ukončený	ukončen
ukončený	ukončena
ukončený	ukončeno
ukončený	ukončeny
ukončení	ukončení
ukončení	ukončením
ukradený	ukradeno
ukrývat	ukrývá
ukázat	ukázat
ulice	ul
uletět	uletěl
uložený	uložen
uložený	uložena
uložený	uloženo
uložený	uloženy
uložení	uložení
Ulster	ulster
ultimátum	ultimáta
ultimátum	ultimátem
umocňovat	umocňuje
umožněný	umožněno
umýt	umyla
umínit	umínil
umírat	umírají
umírat	umírat
umístěný	umístěn
umístěný	umístěna
umístěný	umístěni
umístěný	umístěno
umístěný	umístěnou
umístěný	umístěny
umístěný	umístěná
umístěný	umístěné
umístění	umístění
umět	umíš
umět	umějí
umělec	umělec
unavený	unaven
unce	unci
unce	uncí
uniknout	uniknout
unionista	unionisté
unášet	unášet
upevňovat	upevňovat
upisovatel	upisovatel
upisovatel	upisovatele
upisovatel	upisovatelem
upisovatel	upisovatelé
upisovatel	upisovatelů
uplatnit	uplatnit
uplatněný	uplatněno
uplatněný	uplatněny
uplatnění	uplatnění
uplatňovat	uplatňovat
uplatňovaný	uplatňováno
uplatňovaný	uplatňovány
uplatňování	uplatňování
uplynout	uplyne
uplynulý	uplynulé
uplynutí	uplynutím
upoutat	upoutat
upozorněný	upozorněna
upozorněný	upozorněni
upozornění	upozornění
upozorňovat	upozorňovat
upravený	upraven
upravený	upravena
upravený	upraveno
upravený	upraveny
upravovat	upravovat
upravující	upravující
upravující	upravujících
uprchlický	uprchlické
uprchlík	uprchlíci
uprchnout	uprchnout
upustit	upustila
upustit	upustili
upír	upíři
upřednostňovat	upřednostňuje
upřednostňovat	upřednostňují
urychlení	urychlení
urychlovat	urychluje
určený	určen
určený	určena
určený	určeno
určený	určeny
určení	určení
určení	určením
určovat	určovat
určovaný	určován
určovaný	určována
určovaný	určovány
určovat	určují
určující	určujících
USA	usa
usazovat	usazuje
uskutečněný	uskutečněn
uskutečněný	uskutečněna
uskutečněný	uskutečněno
uskutečněný	uskutečněny
uskutečnění	uskutečnění
uskutečňovat	uskutečňovat
uskutečňovat	uskutečňují
usmívat	usmíval
usmívat	usmívá
usmíření	usmíření
usnadnění	usnadnění
usnadňovat	usnadňuje
usnesení	usnesení
uspokojení	uspokojení
uspokojovat	uspokojovat
uspokojovat	uspokojuje
uspořádat	uspořádat
uspořádaný	uspořádán
uspořádaný	uspořádána
uspořádaný	uspořádány
uspořádání	uspořádání
uspět	uspěje
uspět	uspějí
uspět	uspěl
uspět	uspěla
uspět	uspěli
ustanovení	ustanovení
ustanovení	ustanoveních
ustanovení	ustanovením
ustavený	ustavena
ustavení	ustavení
ustupovat	ustupovat
ustálit	ustálila
ustálit	ustálilo
usuzovat	usuzovat
usvědčený	usvědčen
utajovaný	utajované
utéci	utekla
utéci	utekli
utéci	uteklo
utéci	utekly
utrpení	utrpení
utrácet	utrácet
utrácet	utrácí
utržený	utržené
utváření	utváření
utvářet	utváří
utéci	utéci
utíkat	utíkat
uvalený	uvalena
uvalit	uvalil
uvalit	uvalila
uvařit	uvařit
uvažovaný	uvažované
uvažovaný	uvažovaného
uvažovat	uvažovat
uvedený	uveden
uvedený	uvedena
uvedený	uvedeni
uvedený	uvedeno
uvedený	uvedeny
uvedení	uvedením
uvolněný	uvolněn
uvolnění	uvolnění
uvolňovat	uvolňovat
uvolňovat	uvolňuje
uvrhnout	uvrhla
uvádět	uvádím
uvádějící	uvádějící
uvádět	uváděli
uvádět	uvádělo
uvádět	uváděly
uváděný	uváděn
uváděný	uváděna
uváděný	uváděnou
uváděný	uváděny
uváděný	uváděná
uvádění	uvádění
uvádět	uvádět
uvážit	uvážit
uvítat	uvítali
uvítat	uvítalo
uvítat	uvítá
uvítat	uvítáme
uvíznout	uvízli
uvědomovat	uvědomovat
uvědomění	uvědomění
uvězněný	uvězněn
uvěznění	uvěznění
uvěřit	uvěřit
uzavírat	uzavírají
uzavírat	uzavíral
uzavírat	uzavírala
uzavírat	uzavírat
uzavíraný	uzavírány
uzavírání	uzavírání
uzavřít	uzavře
uzavřený	uzavřen
uzavřený	uzavřena
uzavřený	uzavřeno
uzavřený	uzavřeny
uzavření	uzavření
uzavření	uzavřením
uzavřít	uzavřou
uzdravení	uzdravení
uznat	uznali
uznaný	uznán
uzákonění	uzákonění
uzávěr	uzávěry
učenec	učenci
učení	učení
učiliště	učilištích
učiliště	učilišť
učinit	učinit
učiněný	učiněn
učiněný	učiněna
učiněný	učiněno
učiněný	učiněny
učiněný	učiněné
učit	učit
učitelka	učitelka
učeň	učni
učeň	učňů
ušít	ušila
užít	užijeme
užít	užila
užít	užili
užít	užily
užitkovost	užitkovosti
užitný	užitnou
užitný	užitné
užitný	užitných
užitý	užity
užití	užití
užití	užitím
užívat	užíval
užívat	užívala
užívat	užívali
užívat	užívaly
užívaný	užívané
užívaný	užívaných
užívat	užívám
užívat	užíváme
užívaný	užíván
užívaný	užívány
užívání	užíváním
váha	vahou
vahový	vahovou
vahový	vahových
vajíčko	vajíčko
vakcína	vakcíny
vakuový	vakuové
Valentýna	valentýna
valenční	valenčního
valuta	valuty
var	varu
vačnatec	vačnatci
vačnatec	vačnatců
vaření	vaření
vařit	vařit
váš	vaše
váš	vašeho
Vašek	vašek
váš	vaši
váš	vašich
váš	vašimi
váš	vaší
váš	vaším
vchodový	vchodové
vdát	vdala
vdát	vdaly
vdova	vdova
vdávat	vdávala
vděčit	vděčí
vedený	veden
vedený	vedena
vedený	vedeno
vedený	vedeny
vedený	vedeného
vedený	vedeném
vegetační	vegetačním
velení	velení
veletržní	veletržní
velikánský	velikánská
velikán	velikánů
velvyslanec	velvyslance
velvyslanec	velvyslancem
velvyslanec	velvyslanci
velvyslanec	velvyslanec
velvyslankyně	velvyslankyně
venku	venku
ventil	ventilu
ventil	ventily
vesele	vesele
veselo	veselo
vesnička	vesnička
veto	vetem
vetovat	vetoval
vetřelec	vetřelci
vézt	veze
vézt	vezli
vzít	vezme
večírek	večírku
večírek	večírky
večírek	večírků
vicepresident	vicepresident
vida	vida
viditelně	viditelně
viděný	viděn
vidění	vidění
vidět	vidět
Viktoria	viktoria
vilka	vilku
vilka	vilky
vina	vina
vinař	vinaři
vinice	vinice
vir	virem
vir	viru
vir	virus
viz	viz
